,,,,,,,,,,,,,,,,SATELLITE RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,INTERNET RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Satellite TV,,,,,,Satellite TV History,,,,,,DTH VOD,,,,,,Terrestrial TV,,,,,,SVOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVOD,,,,,,AVOD,,,,,,,,,,,
Production No,Title,Cast,Directors,Language,Production House,Theatrical Release Date,YT Trailer Link,Censor,Nature of Right,Joint Exploitation Rights,Revenue Share,Joint Buy Back date,Holdbacks,Remarks,Actionables,Platform/License,Category,Start Date,End Date,Territory,Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory, Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Viacom 18,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Prime Videos,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hotstar,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hoichoi,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hungama,Category,Start Date,End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform - Youtube,Category,Start Date,End Date,Territory,Nature Of Rights
99,Kelor Kirti,"Dev, Ankush Hazra, Jisshu Sengupta",Raja Chanda,Bengali,SVF,6-Jul-16,https://www.youtube.com/watch?v=8mqFj8qlwL8,U,Exclusive,,,,"on FVOD, AVOD",,,STAR,Star BB,23-Oct-21,22-Oct-26,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,23-Oct-21,22-Oct-26,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
88,Khawto,"Prosenjit Chatterjee, Raima Sen, Paoli Dam, Tridha Choudhury",Kamaleswar Mukherjee,Bengali,SVF,22-Jul-16,https://www.youtube.com/watch?v=OMpDrD3F_7s,A,Exclusive,,,,on AVOD,Unexploitable,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,"iTunes
Google Play",N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
97,Zulfiqar,"Prosenjit Chatterjee, Dev, Jisshu Sengupta, Ankush Hazra, Parambrata Chatterjee",Srijit Mukherji,Bengali,SVF,7-Oct-16,https://youtu.be/4OdOORa-7zI?si=d5LVLwmXuXCxbtKb,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,"iTunes
Google Play",N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
101,Gangster,"Yash Dasgupta, Mimi Chakraborty",Birsa Das Gupta,Bengali,SVF,7-Oct-16,https://youtu.be/1FMqRJZDIcI?si=yBzkgrsrpi3_-wsl,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
98,Egoler Chokh,"Saswata Chatterjee, Joya Ehsan, Anirban, Payel Sarkar",Arindam Sil,Bengali,SVF,12-Oct-16,https://www.youtube.com/watch?v=9oZZkXdFRS0,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,"iTunes
Google Play",N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
102,Haripada Bandwala,"Ankush Hazra, Nusrat Jahan",Prathikrit Basu,Bengali,SVF,23-Dec-16,https://www.youtube.com/watch?v=gTY8dFM8s2s,U/A,Exclusive,,,,"on FVOD, AVOD",,,STAR,Star BB,9-Apr-22,8-Apr-27,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,9-Apr-22,8-Apr-27,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
104,Tomake Chai (2017),"Bonny Sengupta, Koushani Mukherjee",Rajib Biswas,Bengali,SVF,1-Feb-17,https://youtu.be/KsQqZbUknAs?si=TyomSDs99eU3UfQz,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
105,One,"Yash Dasgupta, Prosenjit Chatterjee, Nusrat Jahan",Birsa Das Gupta,Bengali,SVF,14-Feb-17,https://youtu.be/_gaobCu3LEw?si=6rpBghLHsjSrB0W4,U/A,Exclusive,,,,"on FVOD, AVOD",,,STAR,Star BB,3-Aug-22,2-Aug-27,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,3-Aug-22,2-Aug-27,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
106,Ami Je Ke Tomar,"Nusrat Jahan, Ankush Hazra, Sayantika Banerjee, Joy",Ravi Kinagi,Bengali,SVF,19-May-17,https://www.youtube.com/watch?v=EpP070SOXuQ,U/A,Exclusive,,,,on AVOD,,,STAR,Star BB,7-Sep-22,6-Sep-27,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,7-Sep-17,6-Sep-22,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
108,Dhananjoy,"Mimi Chakraborty, Anirban Bhattacharya",Arindam Sil,Bengali,SVF,11-Aug-17,https://www.youtube.com/watch?v=NVn8sC_YlrQ,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,iTunes,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
110,Shob Bhuturey,"Abir Chatterjee, Sohini Sarkar",Birsa Das Gupta,Bengali,SVF,8-Sep-17,https://www.youtube.com/watch?v=0QuE8We7CpM,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star BB,24-Dec-17,23-Dec-22,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,30-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,"iTunes
Google Play",N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
91,Yeti Obhijaan,"Prosenjit Chatterjee, Aryann Bhowmick, Jisshu Sengupta, Bidya Sinha Saha Mim",Srijit Mukherji,Bengali,SVF,22-Sep-17,https://www.youtube.com/watch?v=LCjJhWYS0Hg,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,30-Mar-29,World,Exclusive,Star,Star BB,12-Jan-18,11-Jan-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,30-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
111,Bolo Dugga Mai Ki,"Ankush Hazra, Nusrat Jahan",Raj Chakraborty,Bengali,SVF,22-Sep-17,https://www.youtube.com/watch?v=nAJgfGfODRo,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star BB,22-Jan-18,21-Jan-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,30-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,15-Jun-18,14-Jun-23,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
100,Amazon Obhijaan,Dev,Kamaleshwar Mukherjee,Bengali,SVF,22-Dec-17,https://youtu.be/H1a9k7Mnpew?si=dXmh3gxY3Hcb4QIK,U/A,Exclusive,,,,on AVOD,,,VIACOM,Viacom Library,13-Apr-23,11-Apr-29,World,Exclusive,Star,Star BB,13-Apr-18,12-Apr-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,13-Apr-23,11-Apr-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,iTunes,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
100,Amazon Obhijaan (Hindi),Dev,Kamaleshwar Mukherjee,Hindi,SVF,23-Dec-17,https://youtu.be/KfJYCmEPdK8?si=dSkNm3wurMC-qU7b,U/A,Exclusive,,,,on AVOD,,,Open,N/A,N/A,N/A,N/A,N/A,Star,Hindi Addendum,8-Aug-18,9-Aug-23,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,8-Aug-18,9-Aug-23,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8-Aug-18,9-Aug-23,World,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
100,Amazon Obhijaan (Oriya),Dev,Kamaleshwar Mukherjee,Oriya,SVF,24-Dec-17,https://www.youtube.com/watch?v=d2vLStqwsTc,U/A,Exclusive,,,,on AVOD,,,Open,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
100,Amazon Obhijaan (Telugu),Dev,Kamaleshwar Mukherjee,Telegu,SVF,25-Dec-17,https://www.youtube.com/watch?v=cyZRvPBtLwY,U/A,Exclusive,,,,on AVOD,,,Open,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
100,Amazon Obhijaan (Assamese),Dev,Kamaleshwar Mukherjee,Assamese,SVF,26-Dec-17,https://youtu.be/sWj_d9cU7JA?si=kiLWbvrPYNiMm3s7,U/A,Exclusive,,,,on AVOD,,,Open,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
100,Amazon Obhijaan (Tamil),Dev,Kamaleshwar Mukherjee,Tamil,SVF,27-Dec-17,https://www.youtube.com/watch?v=CsQicoxnozY,U/A,Exclusive,,,,on AVOD,,,Open,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
112,Asche Abar Shabor,"Saswata Chatterjee, Indranil Sengupta, Gaurav Chakraborty",Arindam Sil,Bengali,SVF,18-Jan-18,https://www.youtube.com/watch?v=yN3rWjKomjA,V/UA,Exclusive,,,,"on FVOD, AVOD",,,STAR,Star BB,8-Feb-21,7-Feb-26,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",25-Mar-22,24-Mar-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,8-Feb-21,7-Feb-26,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,iTunes,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
115,Total Dadagiri,"Yash Dasgupta, Mimi Chakraborty",Pathikrit Basu,Bengali,SVF,19-Jan-18,https://www.youtube.com/watch?v=EijptNGJUY8,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,15-Apr-23,13-Apr-29,World,Exclusive,Star,Star BB,15-Apr-18,14-Apr-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,15-Apr-23,13-Apr-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
N/A,Noor Jahan,"Adrit Roy, Puja Cherry",Abhimanyu Mukherjee,Bengali,"SVF , Raj Chakraborty Productions",16-Feb-18,https://www.youtube.com/watch?v=U8eXkZU6fBk ,U,Jointly Owned,SVF,100-0,16-Feb-29,"on FVOD, AVOD","SVF owns 100% rights in the Film for 11 years from release (till 15-Feb, 2029] post that rights would be shared between SVF and Raj Chakraborty Productions in 50:50 for perpetuity",,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,7-May-18,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
114,Raja Rani Raji ,"Bonny Sengupta, Rittika Sen",Rajib Biswas,Bengali,SVF,23-Mar-18,https://www.youtube.com/watch?v=sLxaDn6T6hc,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,6-May-23,4-May-29,World,Exclusive,Star,Star BB,6-May-18,5-May-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,6-May-23,4-May-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,6-May-18,5-May-23,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
113,Ami Ashbo Phirey (Ranjana Abar Ashbo),"Anjan Dutt, Swastika Mukherjee, Anjana Basu, Koushik Sen, Darshana Banik, Anindya Chatterjee",Anjan Dutt,Bengali,SVF ,13-Apr-18,https://www.youtube.com/watch?v=4HsVs-3vMBE&t=16s ,V/UA,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,"iTunes
Google Play",N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
117,Guptodhoner Sandhane,"Abir Chatterjee, Arjun Chakraborty, Esha",Dhrubo Banerjee,Bengali,SVF,27-Apr-18,https://www.youtube.com/watch?v=4gs4H_13uzc,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,11-Jul-24,10-Jul-30,World,Exclusive,Star,Star BB,16-Aug-18,15-Aug-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,11-Jul-24,10-Jul-30,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,11-Jul-19,10-Jul-24,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
109,Uma ,Jisshu Sengupta,Srijit Mukherji,Bengali,SVF,1-Jun-18,https://youtu.be/6RcZKX_Y5Ws?si=WZgNYBBG3PzNxPne,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,20-Sep-23,18-Sep-29,World,Exclusive,Star,Star BB,20-Sep-18,19-Sep-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,20-Sep-23,18-Sep-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,20-Sep-18,19-Sep-23,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
124,Fidaa,"Yash Dasgupta, Sanjana Banerjee",Pathikrit Basu,Bengali,SVF,13-Jul-18,https://www.youtube.com/watch?v=9hbVVnzN_7Y,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,28-Oct-23,26-Oct-29,World,Exclusive,Star,Star BB,28-Oct-18,8-Sep-23,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,28-Oct-23,26-Oct-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,28-Oct-18,27-Oct-23,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
118,Bidaay Byomkesh ,"Abir Chatterjee, Sohini Sarkar, Joy Sengupta, Bidipta Chakraborty",Debaloy Bhattacharya,Bengali,SVF,20-Jul-18,https://www.youtube.com/watch?v=zwiBBB-88fE,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
126,Criss Cross,"Mimi Chakraborty, Nusrat Jahan, Jaya Ahsan, Sohini Sarkar",Birsa Dasgupta,Bengali,SVF,10-Aug-18,https://www.youtube.com/watch?v=3tIh8vUaY2o,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,29-Nov-23,27-Nov-29,World,Exclusive,Star,Star BB,29-Nov-18,28-Nov-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,29-Nov-23,27-Nov-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Mar-19,28-Nov-23,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,iTunes,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
