Movie Name,Assignor/ Licensor,Licensee,Date of Agreement,Primary Rights,,,,Secondary Rights,,Holdbacks,Clip Rights,Duration,Derivative Rights,,Ancillary Rights,,Nature of Rights,,,,Details of Film,,,,,,Agreement Start Date,Agreement End Date,"Satellite Rights
Start Date","Satellite Rights
End Date","Internet Rights
Start Date","Internet Rights
End Date","Negative Rights
Start Date","Negative Rights
End Date","Other Rights
Start Date","Other Rights
End Date","Syndication-
Internet Rights",Remarks,Actionables,Satellite TV,,,,,,Satellite TV History,,,,,,DTH VOD,,,,,,Terrestrial TV,,,,,,SVOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVOD,,,,,,AVOD,,,,,,,,,,,,Airborne Rights,,,,,,Surface Rights,,,,,,Ship Rights,,,,,
,,,,Satellite Rights,Internet Rights,Negative Rights,Other Rights,"Satellite Rights
Classification","Internet
Classification",,,,Prequel/ Sequel Rights,Character Rights,Sub-Titling Rights,Dubbing Rights,Nature of Satellite Rights,Nature of Internet Rights,Nature of Negative Rights,Nature of Other Rights,Territory,Cast Details,Director,Release Year,Certification,Color/B/W,,,,,,,,,,,,,,Platform/License,Category,Start Date,End Date,Territory,Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory, Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Viacom 18,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Prime Videos,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hotstar,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hoichoi,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hungama,Category,Start Date,End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform - Youtube,Category,Start Date,End Date,Territory,Nature Of Rights,Type - Air Rights,Category,Start Date,End Date,Territory,Nature Of Rights ,Type - Surface Rights,Category,Start Date,End Date,Territory,Nature Of Rights ,Type - Ship Rights,Category,Start Date,End Date,Territory,Nature Of Rights 
Sathi Amar,Jalan Distributors,SVF,15-Apr-17,Yes,Yes,,Yes ( Mobile Telephone),"Cable TV, Pay Rights, DTH","SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Prosenjit Chatterjee, Rachana Banerjee, Anubhab",Shankar Roy,2005,U,Color,15-Apr-17,14-Apr-27,15-Apr-17,14-Apr-27,15-Apr-17,14-Apr-27,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,14-Apr-27,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,14-Apr-27,World,Shared-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,Yes,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Sesh Kartabya,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Victor Banerjee, Rituparna Sengupta",Shantanu Bhowmick,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,Live on Hoichoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,25-Apr-19,TBD,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Shankar Mudi,RP Techvision Private Limited,SVF,17-Oct-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Non-Exclusive,,,World,"Kaushik Ganguly, Saswata Chatterjee",Aniket Chattopadhay,,,,3-May-19,2-May-24,,,3-May-19,2-May-24,,,,,Hoichoi only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,7-Jun-19,6-Jun-24,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Shapath,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Sudip Mukherjee, Tota Roy Chowdhury",Anup Kumar Dey,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Shashi Babur Sansar,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Exclusive,,,World,"Chhabi Biswas, Sabitri Chatterjee",Sudhir Mukherjee,,,,3-Nov-17,Perpetual,,,3-Nov-17,Perpetual,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,Yes,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Shesh Bichar,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Exclusive,,,World,"Kali Banerjee, Utpal Dutt",Bimal Roy Jr.,,,,3-Nov-17,Perpetual,,,3-Nov-17,Perpetual,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,Yes,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Shesh Porjonto,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Exclusive,,,World,"Bobita, Abdul Razzak",,,,,3-Nov-17,Perpetual,,,3-Nov-17,Perpetual,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,Yes,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Shob Charitro Kalponik,Phantom Films Pvt. Ltd.,SVF,3-Jul-17,,Yes,,,,"SVOD, TVOD",,,,No,No,No,No,,Non-Exclusive,,,World,"Prosenjit Chatterjee, Jisshu Sengupta",Rituparno Ghosh,,,,1-Dec-20,6-Nov-23,,,1-Dec-20,6-Nov-23,,,,,Hoichoi only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Dec-17,30-Nov-23,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Shokal Sandhya,Eskay Video (P) Ltd,SVF,1-May-09,Yes,,,,"Pay TV Rights, DTH",,,,,No,No,Yes (All),No,Exclusive,,,,World,"Rachana Banerjee, Prosenjit Chatterjee, Abhishek",Swapan Saha,,,,1-Apr-12,Perpetual,1-Apr-12,Perpetual,,,,,,,,,,STAR,,8-Mar-22,7-Mar-27,World,Exclusive,,,,,,,STAR,,25-Mar-22,24-Mar-23,World,Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Shradanjali,Manoranjan Film Distributors,SVF- Partnership (now SVF- Prop),2-Jun-01,Yes,,,,,,,,,No,No,No,No,Exclusive,,,,World,"Prosenjit Chatterjee, Ranjit Mallick, Debasree Roy",Srikanta Guha Thakurta,1993,U,Color,2-Jun-01,Perpetual,2-Jun-01,Perpetual,,,,,,,,,,Echo,,1-Jan-22,31-Dec-31,World,Exclusive,,,,,,,Echo,,1-Jan-22,31-Dec-31,World,Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Shyam Saheb,Manoranjan Film Distributors,SVF- Partnership (now SVF- Prop),2-Jun-01,Yes,,,,,,,,,No,No,No,No,Exclusive,,,,World,"Soumitra Chatterjee, Aparna Sen, Dipankar Dey",Salil Dutta,1986,U,Color,2-Jun-01,Perpetual,2-Jun-01,Perpetual,,,,,,,,,,Echo,,1-Jan-22,31-Dec-31,World,Exclusive,,,,,,,Echo,,1-Jan-22,31-Dec-31,World,Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Sita,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Exclusive,,,World,"Sandhya Roy, Ashim Kumar",Ardhendu Chatterjee,,,,3-Nov-17,Perpetual,,,3-Nov-17,Perpetual,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,Yes,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Sei To Abar Kache Ele,Channel B,SVF,13-May-10,Yes,Yes,,,"Pay TV, DTH","SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Prosenjit Chatterjee, Arjun Chakraborty, Soumitra Chatterjee, Varsha",Jayanta Bhattacharya,,,,13-May-10,7-Feb-31,13-May-10,7-Feb-31,1-Sep-16,7-Feb-31,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Smriti Medur,Echo Entertainment,SVF,13-Jan-10,Yes,Yes,,"Yes ( Airborne Rights, Clip Rights, Hotel Rights, Mechanical Synch Rights, Ship Rights, Surface Transport Rights, other Communication & Broadcasting Rights - excluding Audio Rights & Theatrical Exploitation)","Pay TV, DTH","AVOD, FVOD, SVOD, TVOD, IPTV","on Audio Rights, Theatrical Exploitation",Yes,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Sreelekha Mitra, Biswajit Chakraborty",Sunit Bhattacharya,,V/U,Color,13-Jan-10,31-Mar-29,13-Jan-10,31-Mar-29,1-Sep-16,31-Mar-29,,,,,Yes,,,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,7-Apr-18,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Non-Exclusive,,,,,,,Yes,,7-Apr-18,31-Mar-23,World,Non-Exclusive,,,,,,,,,,,,,,,,,,,Viacom,,,,,,,,,,,,Open,,,,,,Open,,,,,,Open,,,,,
Sontan,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Tapas Paul, Ranjit Mallick",Anjan Chowdhury,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Sreeman 420,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Biswajeet Chatterjee, Satabdi Roy",Dulal Bhowmik,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Sonar Sansar,Sinjini Movies,SVF,25-Feb-05,Yes,Yes,,,"Terrestrial TV, DTH, Pay TV, Cable TV","SVOD, AVOD, FVOD, TVOD, IPTV",,,,No,No,Yes (All),Yes (All),Exclusive,Exclusive,,,World,"Prosenjit Chatterjee, Tapas Paul",Anup Sengupta,,,,25-Feb-05,Perpetual,25-Feb-05,Perpetual,25-Feb-05,Perpetual,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Sukh Dukkher Sansar,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Tapas Paul, Rituparna Sengupta, Satabdi Roy",,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Sukhsari,Echo Entertainment,SVF,1-Jun-11,Yes,Yes,,,"Pay TV, DTH","AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Uttam Kumar, Anjana Bhowmik",Sushil Majumdar,,,,1-Jun-11,31-Mar-24,1-Jun-11,31-Mar-24,1-Sep-11,31-Mar-24,,,,,Restricted to Satellite owned OTT,,,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Sundar Bou,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Ranjit Mallick, Tapas Paul",Sujit Guha,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Sri Sri Tarakeshwar,Sapana Agarwal,SVF,9-Feb-11,Yes,Yes,,,"Pay TV, Free TV, Pay Per View","AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Kamal Mitra, Jahar Roy",Banshi Ash,,U,B/W,9-Feb-11,7-Feb-31,9-Feb-11,7-Feb-31,1-Sep-16,7-Feb-31,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,Open,,,,,,STAR,Star Library,29-Sep-18,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,,,,,,,,,,,,,Yes,,29-Sep-18,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Superstar - Love Story,Kaalloosthenic Entertainment,SVF,1-Mar-11,,,Yes,,,"SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,Yes,Yes,Yes (All),Yes (All),,,Exclusive,,World,"Joy Mukherjee, Pamela",James Anthoney,2011,U/A,Color,1-Mar-11,Perpetual,,,,,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,,,,,,,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Swabhoomi,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,Tapas Paul. Ashmit Patel,U Chatterjee,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Swamir Ghar,N.R.P Entertainment & Network,SVF,18-Nov-17,Yes,Yes,,,"Cable TV, DTH,  ","AVOD, FVOD, SVOD, TVOD, IPTV",,Yes,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Prosenjit Chatterjee, Rituparna Sengupta",Swapan Saha,,U,Color,1-Jan-18,30-Jun-23,1-Jan-18,30-Jun-23,1-Jan-18,30-Jun-23,,,,,Restricted to Hotstar & Hoichoi,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,STAR,Star Library,21-Mar-18,31-Mar-23,World,Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,21-Mar-18,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Surya,Sinjini Movies,SVF,25-Feb-05,Yes,Yes,,,"Terrestrial TV, DTH, Pay TV, Cable TV","SVOD, AVOD, FVOD, TVOD, IPTV",,,,No,No,Yes (All),Yes (All),Exclusive,Exclusive,,,World,"Arunima Ghosh, Anu Choudhary",Haranath Chakraborty,25-May-04,U,Color,25-Feb-05,Perpetual,25-Feb-05,Perpetual,25-Feb-05,Perpetual,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Swarna Sikhar Prangane,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Exclusive,,,World,"Madhabi Mukherjee, Tarun Kumar",Pijush Bose,,,,3-Nov-17,Perpetual,,,3-Nov-17,Perpetual,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Swartho,Vinayak Entertainment,SVF,13-May-10,Yes,Yes,,,,"SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Soumitra Chatterjee, Madhabi Mukherjee, Paran Bandapadhyay",Somnath Sen,2009,V/U,Color,13-May-10,7-Feb-31,13-May-10,7-Feb-31,1-Sep-16,7-Feb-31,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Sweater,Pramod Films India,SVF,16-Aug-16,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),Yes (All),,Shared Exclusive with STAR,,,World,"Ishaa Saha, June Malia, Sreelekha Mitra",,2019,U,Color,22-Aug-19,21-Aug-24,,,22-Aug-19,21-Aug-24,,,,,Yes,Nature of Rights: Shared Exclusive with STAR,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Sweet Heart,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Bappy Chowdhury, Riaz Uddin",Wazed Ali,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Taan,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,Pamela Singh Bhutoria,Mukul Roy Chowdhury,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Swapnerdin,P.J. Sugandh Production,SVF- Prop,30-Sep-08,,,Yes,,,"SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,Yes,Yes,Yes (All),Yes (All),,,Exclusive,,World,"Prosenjit Chatterjee, Raima Sen, Rimi Sen, Rajesh Sharma",Buddhadev Dasgupta,4-Aug-04,U,Color,15-Dec-07,Perpetual,,,,,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,7-Apr-18,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,Yes,,7-Apr-18,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,,,,,,,Open,,,,,,Open,,,,,,Open,,,,,
Tarikh,Opera,SVF,28-Apr-21,Yes,Yes,,,"Cable TV, Pay Rights, DTH ","AVOD, FVOD, SVOD, TVOD, IPTV",,Yes,,No,No,Yes (All),Yes (All),Exclusive,Exclusive,,,World,"Raima Sen, Saswata Chatterjee, Ritwick Chakraborty",Churni Ganguli,12-Apr-19,U,Color,8-May-21,7-May-28,8-May-21,7-May-28,8-May-21,7-May-28,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Prime Channel,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Terrorist,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Mainak Banerjee, Rimjhim Gupta",Sumit Das,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Tara,Mala Creations,SVF,12-Aug-10,,,Yes,,,"SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",on Audio Rights,,,Yes,Yes,Yes (All),Yes (All),,,Exclusive,,World,"Prosenjit Chatterjee, Paoli Dam",Bratya Basu,29-Oct-10,U/A,Color,12-Aug-10,Perpetual,,,,,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,Yes,,,,,,Open,,,,,,Open,,,,,,Open,,,,,
The Japanese Wife,Echo Entertainment,SVF,8-Aug-11,Yes,,,,"Pay TV, DTH",,,,,No,No,No,No,Exclusive,,,,World,"Rahul Bose, Chigusa Takaku",Aparna Sen,,,,15-Aug-11,14-Aug-26,15-Aug-11,14-Aug-26,,,,,,,,,,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Til Thekey Taal,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Prosenjit Chatterjee, Mahua Roychoudhury",Debashish Bhuniya,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Titli,Echo Entertainment,SVF,11-May-17,Yes,Yes,,Yes ( Mobile Telephone),"Cable TV, Pay Rights, DTH","SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Mithun Chakraborty, Konkona Sen Sharma, Aparna Sen",Rituporno Ghosh,21-Dec-01,U,Color,11-May-17,31-Mar-29,11-May-17,31-Mar-29,11-May-17,31-Mar-29,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Non-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,Yes,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
