Movie Name,Assignor/ Licensor,Licensee,Date of Agreement,Primary Rights,,,,Secondary Rights,,Holdbacks,Clip Rights,Duration,Derivative Rights,,Ancillary Rights,,Nature of Rights,,,,Details of Film,,,,,,Agreement Start Date,Agreement End Date,"Satellite Rights
Start Date","Satellite Rights
End Date","Internet Rights
Start Date","Internet Rights
End Date","Negative Rights
Start Date","Negative Rights
End Date","Other Rights
Start Date","Other Rights
End Date","Syndication-
Internet Rights",Remarks,Actionables,Satellite TV,,,,,,Satellite TV History,,,,,,DTH VOD,,,,,,Terrestrial TV,,,,,,SVOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVOD,,,,,,AVOD,,,,,,,,,,,,Airborne Rights,,,,,,Surface Rights,,,,,,Ship Rights,,,,,
,,,,Satellite Rights,Internet Rights,Negative Rights,Other Rights,"Satellite Rights
Classification","Internet
Classification",,,,Prequel/ Sequel Rights,Character Rights,Sub-Titling Rights,Dubbing Rights,Nature of Satellite Rights,Nature of Internet Rights,Nature of Negative Rights,Nature of Other Rights,Territory,Cast Details,Director,Release Year,Certification,Color/B/W,,,,,,,,,,,,,,Platform/License,Category,Start Date,End Date,Territory,Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory, Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Viacom 18,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Prime Videos,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hotstar,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hoichoi,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hungama,Category,Start Date,End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform - Youtube,Category,Start Date,End Date,Territory,Nature Of Rights,Type - Air Rights,Category,Start Date,End Date,Territory,Nature Of Rights ,Type - Surface Rights,Category,Start Date,End Date,Territory,Nature Of Rights ,Type - Ship Rights,Category,Start Date,End Date,Territory,Nature Of Rights 
Biswasghatak (Repeat),Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,Exclusive,,"Jisshu Sengupta, Tapas Paul, Ranjit Mallick",Sukhen Das,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,, ,,,,,
Biyallish,Channel B,SVF,13-May-10,Yes,Yes,,,"Pay TV, DTH","SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Manju Dey, Pradeep Kumar, Bikas Roy",Hemen Gupta,,,,13-May-10,7-Feb-31,13-May-10,7-Feb-31,1-Sep-16,7-Feb-31,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Biyer Lagna,Angel Digital (P) Limited,SVF,1-Jan-21,Yes,Yes,,,"Cable TV, Pay Rights, DTH","SVOD, AVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Rachana Banerjee, Satabdi Roy, Tapas Paul, Firdaus, Razzaq, Anuradha Roy, Subhashish",F.I. Manik,,,,15-Aug-21,14-Aug-31,15-Aug-21,14-Aug-31,15-Aug-21,14-Aug-31,,,,,Restricted to Satellite owned OTT,,,STAR,,29-Nov-21,28-Nov-26,World,Exclusive,,,,,,,STAR,,25-Mar-22,24-Mar-23,World,Exclusive,,,,,,,,,,,,,,,,,,,Yes,,29-Nov-21,28-Nov-26,World,Non-Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Bobbyr Bondhura,ACP Entertainment,SVF,20-Feb-19,,,Yes,,,"AVOD, FVOD, SVOD,  NVOD, TVOD, IPTV",,,,Yes,Yes,Yes (All),Yes (All),,,Exclusive,,World,"Koushik Sen, Sreelekha Mitra",Sudipta Chaterjee,2018,U,Color,20-Feb-19,Perpetual,,,,,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,,,,,,,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,Yes,,,,,,Open,,,,,,Open,,,,,,Open,,,,,
Boss,Phantom Films Pvt. Ltd.,SVF,3-Jul-17,,Yes,,,,"SVOD, TVOD",,,,No,No,No,No,,Non-Exclusive,,,World,"Jeet, Rajatava Dutta",Baba Yadav,,,,16-Nov-19,15-Nov-22,,,16-Nov-19,15-Nov-22,,,,,Hoichoi only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,16-Nov-19,15-Nov-22,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Boudi.Com,Echo Entertainment,SVF,11-May-17,Yes,Yes,,Yes ( Mobile Telephone),"Cable TV, Pay Rights, DTH","SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Kanchan Mullick, Malobika Banerjee",Raj Mukherjee,26-Jun-15,U,Color,11-May-17,Perpetual,11-May-17,Perpetual,11-May-17,Perpetual,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Non-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Bouma,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,"Prosenjit Chatterjee, Satabdi Roy",Sujit Guha,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Boumani,Echo Entertainment,SVF,2-Apr-11,Yes,,,"Yes (  Airborne, Clip Rights, Hotel Rights, Surface Transport Rights, Mechnical Synch Rights, other Communication & Broadcasting Rights -excluding Audio Rights & Theatrical Exploitation)","Pay TV, DTH",,"on Audio Rights, Theatrical Exploitation",Yes,,,,,,Exclusive,,,,,"Moon Moon Sen, Soumitra Chatterjee, Tapas Paul",Partho Pritam Chowdhury,,,,2-Apr-10,1-Apr-21,2-Apr-10,1-Apr-21,,,,,,,,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Boumar Banabas,Bijay Films,SVF,8-Jan-13,Yes,Yes,,,"Cable TV,  DTH, Pay TV","SVOD, AVOD, FVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,"Entire World, excelp Bangladesh","Riyaz, Shabnur",Motiur Rehman Panu,2003,U,Color,8-Jan-13,31-Mar-23,8-Jan-13,7-Jan-23,15-May-16,31-Mar-23,,,,,Yes,Territory: Entire World except Bangladesh,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,STAR,Star Library,24-Jun-18,31-Mar-23,World,Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,24-Jun-18,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Bromhodoityo,Abhirup Ghosh,SVF,6-Sep-20,,,Yes,,,"AVOD, FVOD, SVOD,  NVOD, TVOD, IPTV",,,,Yes,Yes,Yes (All),Yes (All),,,Exclusive,,World,"Sayoni Ghosh, Rudranil Ghosh, Anindya Chattopadhyay",Abhirup Ghosh,UNRELEASED,UNCENSORED,Color,8-Sep-20,Perpetual,,,,,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,,,,,,,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,Open,,,,,,Open,,,,,,Open,,,,,
Bunohaansh,Phantom Films Pvt. Ltd.,SVF,3-Jul-17,,Yes,,,,"SVOD, TVOD",,,,No,No,No,No,,Non-Exclusive,,,World,Tanushree Chakraborty,Aniruddha Roy Chowdhury,,,,7-Dec-20,20-Nov-23,,,7-Dec-20,20-Nov-23,,,,,Hoichoi only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,7-Nov-17,6-Nov-23,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Bye Bye Bangkok,RP Techvision Private Limited,SVF,17-Oct-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Non-Exclusive,,,World,"Biswajit Chakraborty, Kharaj Mukherjee",Aniket Chatopadhyay,,,,22-Dec-17,21-Dec-22,,,22-Dec-17,21-Dec-22,,,,,Hoichoi only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,22-Dec-17,21-Dec-22,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Byomkesh Bakshi,RP Techvision Private Limited,SVF,17-Oct-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Non-Exclusive,,,World,"Koushik Sen, Jisshu Sengupta",Anjan Dutt,,,,11-Dec-17,10-Dec-22,,,11-Dec-17,10-Dec-22,,,,,Hoichoi only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,11-Dec-17,10-Dec-22,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Byomkesh Bakshi (Adim Ripu),RP Techvision Private Limited,SVF,17-Oct-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Non-Exclusive,,,World,"Abir Chatterjee, Saswata Chatterjee",Anjan Dutt,,,,13-Dec-17,12-Dec-22,,,13-Dec-17,12-Dec-22,,,,,Hoichoi only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,13-Dec-17,12-Dec-22,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Byomkesh O Chiriakhana,RP Techvision Private Limited,SVF,17-Oct-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Non-Exclusive,,,World,"Jisshu Sengupta, Saswata Chatterjee",Anjan Dutt,,,,14-Dec-17,13-Dec-22,,,14-Dec-17,13-Dec-22,,,,,Hoichoi only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,14-Dec-17,13-Dec-22,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Byomkesh Phire Elo,RP Techvision Private Limited,SVF,17-Oct-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Non-Exclusive,,,World,"Abir Chatterjee, Saswata Chatterjee",Anjan Dutt,,,,12-Dec-17,11-Dec-22,,,12-Dec-17,11-Dec-22,,,,,Hoichoi only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,12-Dec-17,11-Dec-22,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Chaitali,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Exclusive,,,World,"Dharmendra, Saira Banu",Hrishikesh Mukherjee,,,,3-Nov-17,Perpetual,,,3-Nov-17,Perpetual,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,Yes,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Chalo Prem Kori,Echo Entertainment,SVF,27-Nov-12,Yes,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Ruplekha, Mihir Das",Avtar Singh,,,,27-Nov-12,31-Mar-29,27-Nov-12,31-Mar-29,1-Sep-16,31-Mar-29,,,,,Yes,Main Agreement Not Found,,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Non-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,,,,,,,,,,,,,,,,,,,Viacom,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Char Adhyay,Nitish Mukherjee,SVF,3-May-16,,,Yes,,,"AVOD, FVOD, SVOD,  NVOD, TVOD, IPTV",,,,Yes,Yes,Yes (All),Yes (All),,,Exclusive,,World,"Debdut Ghosh, Mallika Mazundar",Nitish Mukherjee,6-May-16,U/A,Color,3-May-16,Perpetual,,,,,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,27-Apr-18,26-Apr-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,Yes,,27-Apr-18,26-Apr-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,Yes,,,,,,Open,,,,,,Open,,,,,,Open,,,,,
Chaya Surya,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Exclusive,,,World,"Sharmila Tagore, Rabi Ghosh",Partha Pratim Chowdhury,,,,3-Nov-17,Perpetual,,,3-Nov-17,Perpetual,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Chha-e Chuti,RP Techvision Private Limited,SVF,17-Oct-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Non-Exclusive,,,World,"Rajesh Sharma, Sonali Chowdhury",Aniket Chatopadhyay,,,,17-Dec-17,16-Dec-22,,,17-Dec-17,16-Dec-22,,,,,Hoichoi only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,17-Dec-17,16-Dec-22,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Chirodiner,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,"Uttam Kumar, Supriya Devi",Agardoot,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Chopper,Vinayak Entertainment,SVF,13-May-10,Yes,Yes,,,,"SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Sova Sen, Sreela Majumdar",Nabyendu Chatterjee,1985,U,Color,13-May-10,7-Feb-31,13-May-10,7-Feb-31,1-Sep-16,7-Feb-31,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Chotushkone,Phantom Films Pvt. Ltd.,SVF,3-Jul-17,,Yes,,,,"SVOD, TVOD",,,,No,No,No,No,,Non-Exclusive,,,World,"Aparna Sen, Chiranjeet Chakraborty",Srijit Mukherji,,,,22-Nov-20,21-Nov-23,,,22-Nov-20,21-Nov-23,,,,,Hoichoi only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,22-Nov-17,21-Nov-23,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Churiwala,Bijay Films,SVF,1-Sep-16,,,Yes,,,"SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,Yes,Yes,Yes (All),Yes (All),,,Exclusive,,World,"Ferdous Ahmed, Soumitra Chatterjee, Madhumita",Shah Alam Kiran,2001,U,Color,1-Jun-17,31-May-27,,,,,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,Open,,,,,,Open,,,,,,Open,,,,,
Clerk,Bangla Talkies,SVF,27-Nov-12,Yes,Yes,,Yes ( Mobile Rights),"Cable TV, Terrestrial TV","SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Anindita Bose, Prosenjit Chatterjee",Subhadra Choudhury,,,,27-Nov-12,26-Nov-23,27-Nov-12,26-Nov-23,27-Nov-12,26-Nov-23,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,STAR,Star Library,17-Dec-17,31-Mar-23,World,Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,17-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,,,,,,,,,,,,,Yes,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Cocktail,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,"Abhishek Chatterjee, Biswamath",Swapan Saha,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Cycle Balok,Ray House,SVF,7-May-21,,,Yes,,,"AVOD, FVOD, SVOD,  NVOD, TVOD, IPTV",,,,Yes,Yes,Yes (All),Yes (All),,,Exclusive,,"Satellite: India
Other Rights: World","Mahmud Rivu, Shahriar Akib, Murali Ghosh",Habib,UNRELEASED,,Color,7-May-21,Perpetual,,,,,,,,,Yes,,,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,Open,,,,,,Open,,,,,,Open,,,,,
Dadu No.1,Maya Home Entertainment,SVF,15-Nov-12,Yes,Yes,,,"Pay TV, Free TV, Pay Per View, DTH","SVOD, AVOD, FVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Ranjit Mallick, Rachana Banerjee",Sanata Dutta,,,,15-Nov-12,13-Nov-32,15-Nov-12,13-Nov-32,1-Sep-16,13-Nov-32,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Danob,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,"Victor Banerjee, Rituparna Sengupta",Sachin Adhikari,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Darpa Churna,Maya Home Entertainment,SVF,15-Nov-12,Yes,Yes,,,"Pay TV, Free TV, Pay Per View, DTH","SVOD, AVOD, FVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Uttam Kumar, Soumitra Chatterjee",:Dilip Roy,,,,15-Nov-12,13-Nov-32,15-Nov-12,13-Nov-32,1-Sep-16,13-Nov-32,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Debi Baran,Manoranjan Film Distributors,SVF- Partnership (now SVF- Prop),2-Jun-01,Yes,,,,,,,,,No,No,No,No,Exclusive,,,,World,"Prosenjit Chatterjee, Debashree Roy, Ranjit Mallick, Dipankar Dey",Shrikant Guha Thakurta,,,,2-Jun-01,Perpetual,2-Jun-01,Perpetual,,,,,,,,,,Echo,,1-Jan-22,31-Dec-31,World,Exclusive,,,,,,,Echo,,1-Jan-22,31-Dec-31,World,Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Deepar Prem,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Exclusive,,,World,"Tapas Paul, Moon Moon Sen",Arundhati Devi,,,,3-Nov-17,Perpetual,,,3-Nov-17,Perpetual,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,Yes,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Deewana,Phantom Films Pvt. Ltd.,SVF,3-Jul-17,,Yes,,,,"SVOD, TVOD",,,,No,No,No,No,,Non-Exclusive,,,World,"Jeet, Supriyo Dutta",Rabi Kinaji,,,,25-Apr-19,24-Apr-22,,,25-Apr-19,24-Apr-22,,,,,Hoichoi only,Expired,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,25-Apr-19,TBD,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Devdut,Jalan Distributors,SVF,15-Apr-17,Yes,Yes,,Yes ( Mobile Telephone),"Cable TV, Pay Rights, DTH","SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Mithun Chakraborty, Sreelekha Mitra",TLV Prasad,2004,U,Color,15-Apr-17,14-Apr-27,15-Apr-17,14-Apr-27,15-Apr-17,14-Apr-27,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,14-Apr-27,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,14-Apr-27,World,Shared-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,Yes,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Devi Durga Maa,Echo Entertainment,SVF,1-Jan-11,Yes,Yes,,"Yes ( Airborne Rights, Clip Rights, Hotel Rights, Mechanical Synch Rights, Ship Rights, Surface Transport Rights, other Communication & Broadcasting Rights - excluding Audio Rights & Theatrical Exploitation)","Pay TV, DTH ","AVOD, FVOD, SVOD, TVOD, IPTV","on Audio Rights, Theatrical Exploitation",,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Anushree, Jhuti Mishra",Raju Mitra,,,,1-Jan-11,31-Mar-27,1-Jan-11,31-Mar-27,1-Sep-16,31-Mar-27,,,,,Restricted to Satellite owned OTT,,,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open,,,,,,Open,,,,,,Open,,,,,
Devipaksha,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,"Prosenjit Chatterjee, Rituparna Sengupta",Raja Sen,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Dhanni Meye,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,"Uttam Kumar, Jaya Bhaduri",arabindo Mukherjee,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
